the_geom,company,boro,building,street,cb,installati,active,payphones_,x_coordina,y_coordina,curbside,wifi,advertisin,electrifie,zoning,distrct_co
POINT (-73.91151648190801 40.84884790546976),CityBridge LLC,BX,1846,JEROME AVENUE,5,8418,Y,1,1008730,248548,YES,N,N,N,C2-4/R7-1,14
POINT (-73.88576576630427 40.83671013015712),CityBridge LLC,BX,963,EAST 174 STREET,3,8419,Y,1,1015860,244134,YES,N,N,N,C4-2,17
POINT (-73.97023214950538 40.79735966699241),CityBridge LLC,MN,225,WEST 100 STREET,7,13916,Y,1,992492,229778,YES,N,Y,N,C1-5/R8,6
POINT (-73.85587775537796 40.874026603784266),CityBridge LLC,BX,1059,EAST GUN HILL ROAD,12,13416,Y,1,1024108,257742,YES,N,Y,N,C1-2/R4,12
POINT (-73.99932527241207 40.731723010743714),CityBridge LLC,MN,64,WEST WASHINGTON PLACE,2,4074,Y,1,984437,205863,YES,N,N,N,R7-2,1
POINT (-73.89740478387078 40.846890220835846),CityBridge LLC,BX,490,EAST TREMONT AVENUE,6,8370,Y,1,1012635,247839,YES,N,N,N,C4-4,15
POINT (-73.90005324578179 40.84749363684743),CityBridge LLC,BX,426,EAST TREMONT AVENUE,6,8371,Y,1,1011902,248058,YES,N,N,N,C4-4,15
POINT (-73.78611508239612 40.84627918850844),CityBridge LLC,BX,274,CITY ISLAND AVENUE,10,8373,Y,1,1043426,247672,YES,N,N,N,C1-2/R3A/CD,13
POINT (-73.7847426796566 40.84259871749028),CityBridge LLC,BX,150,CITY ISLAND AVENUE,10,8374,Y,1,1043809,246332,YES,N,N,N,M1-1/CD,13
POINT (-73.86081117295323 40.887207183925355),CityBridge LLC,BX,3949,WHITE PLAINS ROAD,12,8377,Y,1,1022736,262542,YES,N,N,N,C1-2/R5,12
POINT (-73.85162127993551 40.87265983991505),CityBridge LLC,BX,1226,EAST GUN HILL ROAD,11,8378,Y,1,1025286,257246,YES,N,N,N,C1-2/R5,12
POINT (-73.89405151359068 40.83497240177868),CityBridge LLC,BX,1500,BOSTON ROAD,3,8379,Y,1,1013568,243498,YES,N,N,N,R1-2,17
POINT (-73.85805923347048 40.8921470159245),CityBridge LLC,BX,4150,WHITE PLAINS ROAD,12,8381,Y,1,1023494,264343,YES,N,N,N,C1-2/R5,12
POINT (-73.89837427956056 40.86763828496817),CityBridge LLC,BX,26,WEST KINGSBRIDGE ROAD,7,8404,Y,1,1012358,255398,YES,N,N,N,C1-3/R6,14
POINT (-73.85765976134093 40.89290131287022),CityBridge LLC,BX,4171,WHITE PLAINS ROAD,12,8384,Y,1,1023604,264618,YES,N,N,N,C1-2/R5,12
POINT (-73.74727245233343 40.715608360363305),CityBridge LLC,QU,211-79,JAMAICA AVENUE,13,13749,Y,2,1054310,200093,YES,N,Y,N,C2-2/R3-2,23
POINT (-73.86637629308561 40.87143452086959),CityBridge LLC,BX,717,BURKE AVENUE,12,8387,Y,1,1021206,256793,YES,N,N,N,C1-3/R6,15
POINT (-73.86300377451343 40.883243729859856),CityBridge LLC,BX,3777,WHITE PLAINS ROAD,12,13401,Y,1,1022132,261097,YES,N,Y,N,C1-2/R6,12
POINT (-73.90108634873516 40.860070761316464),CityBridge LLC,BX,80,EAST 184 STREET,5,8389,Y,1,1011611,252640,YES,N,N,N,R8,14
POINT (-73.9093047311384 40.853901934264),CityBridge LLC,BX,48,WEST BURNSIDE AVENUE,5,8392,Y,1,1009340,250390,YES,N,N,N,C1-4/R7-1,14
POINT (-73.85690447743421 40.89427821153977),CityBridge LLC,BX,4225,WHITE PLAINS ROAD,12,8393,Y,1,1023812,265120,YES,N,N,N,C1-2/R5,11
POINT (-73.89915719580647 40.8544259830532),CityBridge LLC,BX,2162,VALENTINE AVENUE,5,8394,Y,1,1012147,250584,YES,N,N,N,R7-1,15
POINT (-73.8898910896994 40.84866186385329),CityBridge LLC,BX,659,EAST 180 STREET,6,8396,Y,1,1014713,248487,YES,N,N,N,R7-1,15
POINT (-73.87972582763426 40.87733657715563),CityBridge LLC,BX,3265,BAINBRIDGE AVENUE,7,8399,Y,1,1017511,258938,YES,N,N,N,R7-1,11
POINT (-73.8737129159978 40.878913842024744),CityBridge LLC,BX,323,EAST GUN HILL ROAD,7,8400,Y,1,1019173,259515,YES,N,N,N,C1-3/R7-1,11
POINT (-73.95518945549829 40.78104285867168),CityBridge LLC,MN,127,EAST 88 STREET,8,13880,Y,2,996660,223835,YES,N,Y,N,C1-8X,4
POINT (-73.84798535627556 40.88619742703541),CityBridge LLC,BX,4049,LACONIA AVENUE,12,8383,Y,1,1026283,262180,YES,N,N,N,R4,12
POINT (-73.82653556780201 40.75728601372291),CityBridge LLC,QU,140-20,SANFORD AVENUE,7,8492,Y,1,1032307,215224,YES,N,N,N,R7-1,20
POINT (-73.84899080027859 40.72377947209192),CityBridge LLC,QU,104-20,QUEENS BOULEVARD,6,8472,Y,1,1026107,203005,YES,N,N,N,R7-1,29
POINT (-73.84825941156515 40.723347582900686),CityBridge LLC,QU,104-70,QUEENS BOULEVARD,6,8473,Y,1,1026310,202848,YES,N,N,N,R7-1,29
POINT (-73.86274258843503 40.72948657442582),CityBridge LLC,QU,95-19,63 DRIVE,6,13797,Y,1,1022292,205078,YES,N,N,N,C4-2,29
POINT (-73.85295928519653 40.715618938338864),CityBridge LLC,QU,94-02,69 AVENUE,6,8475,Y,1,1025012,200030,YES,N,N,N,R2,29
POINT (-73.81814944131003 40.729929820628264),CityBridge LLC,QU,150-01,70 ROAD,8,8477,Y,1,1034651,205262,YES,N,N,N,R4,24
POINT (-73.81961265376063 40.72254871068188),CityBridge LLC,QU,76-05,MAIN STREET,8,8478,Y,1,1034251,202572,YES,N,N,N,C1-2/R4,24
POINT (-73.82940681987213 40.758050597194526),CityBridge LLC,QU,41-02,MAIN STREET,7,8480,Y,2,1031511,215501,YES,N,Y,N,C1-2/R6,20
POINT (-73.83030299614374 40.77041151716806),CityBridge LLC,QU,138-20,31 ROAD,7,8487,Y,1,1031254,220004,YES,N,N,N,R5,20
POINT (-73.83108029666951 40.765710910265895),CityBridge LLC,QU,34-45,LINDEN PLACE,7,8488,Y,1,1031042,218291,YES,N,N,N,R6,20
POINT (-73.88694681282064 40.837114766623365),CityBridge LLC,BX,939,EAST 174 STREET,3,16158,Y,1,1015533,244281,YES,N,N,N,C8-3,17
POINT (-73.81510490511133 40.763493326463816),CityBridge LLC,QU,149-40,ROOSEVELT AVENUE,7,13809,Y,1,1035469,217492,YES,N,Y,N,C1-2/R3-2,20
POINT (-73.84990909094675 40.7245272479644),CityBridge LLC,QU,103-19,QUEENS BOULEVARD,6,8466,Y,1,1025852,203277,YES,N,N,N,C1-2/R7-1,29
POINT (-73.82252828407718 40.75753791636492),CityBridge LLC,QU,41-83,BOWNE STREET,7,12044,Y,1,1033417,215318,YES,N,N,N,C1-2/R3-2,20
POINT (-73.81549777894095 40.77153057476345),CityBridge LLC,QU,150-09,BAYSIDE AVENUE,7,8496,Y,1,1035354,220420,YES,N,N,N,R3-2,19
POINT (-73.81748656989663 40.71243364213382),CityBridge LLC,QU,84-50,MAIN STREET,8,8499,Y,1,1034848,198888,YES,N,N,N,R6A,24
POINT (-73.82525770430368 40.711910470817834),CityBridge LLC,QU,126-06,QUEENS BOULEVARD,9,8501,Y,1,1032694,198693,YES,N,N,N,C4-4,29
POINT (-73.83545555042409 40.70729782044204),CityBridge LLC,QU,116-35,METROPOLITAN AVENUE,9,13778,Y,1,1029870,197007,YES,N,Y,N,C1-2/R7-1,29
POINT (-73.80811124853035 40.69502477886058),CityBridge LLC,QU,143-04,101 AVENUE,12,8503,Y,1,1037461,192551,YES,N,Y,N,R4,28
POINT (-73.79453823793304 40.673734798259154),CityBridge LLC,QU,144-06,ROCKAWAY BOULEVARD,12,16367,Y,1,1041243,184803,YES,,N,,R3-2,28
POINT (-73.76666022808303 40.667612913465156),CityBridge LLC,QU,144-31,FARMERS BOULEVARD,12,8509,Y,1,1048982,182592,YES,N,N,N,R3-2,31
POINT (-73.80682719920112 40.69884335629649),CityBridge LLC,QU,94-18,SUTPHIN BOULEVARD,12,8511,Y,1,1037814,193943,YES,N,Y,N,M1-1,27
POINT (-73.84344360739456 40.86288613790125),CityBridge LLC,BX,2501,EASTCHESTER ROAD,11,8368,Y,1,1027554,253689,YES,N,N,N,C1-2/R4,13
POINT (-73.82782850128334 40.76399337454734),CityBridge LLC,QU,138-02,NORTHERN BOULEVARD,7,8489,Y,1,1031944,217667,YES,N,N,N,C1-2/R6,20
POINT (-73.74852797198875 40.69548366981883),CityBridge LLC,QU,204-03,LINDEN BOULEVARD,12,8447,Y,1,1053983,192760,YES,N,N,N,C1-2/R3-2,27
POINT (-73.80174242362216 40.71331337786764),CityBridge LLC,QU,84-49,164 STREET,8,8516,Y,1,1039212,199218,YES,N,N,N,R4,24
POINT (-73.75774365363536 40.718812060329505),CityBridge LLC,QU,89-55,FRANCIS LEWIS BOULEVARD,13,16166,Y,2,1051404,201252,YES,N,N,N,C2-2/R3-2,23
POINT (-73.74327592712217 40.730495383118395),CityBridge LLC,QU,220-14,HILLSIDE AVENUE,13,13730,Y,1,1055402,205520,YES,N,Y,N,C1-2/R3-2,23
POINT (-73.75630962489478 40.69958738396528),CityBridge LLC,QU,198-05,MURDOCK AVENUE,12,8433,Y,1,1051821,194249,YES,N,N,N,C1-2/R4,27
POINT (-73.76248432023253 40.69844474083838),CityBridge LLC,QU,113-45,FARMERS BOULEVARD,12,8434,Y,1,1050110,193828,YES,N,N,N,C2-2/R3-2,27
POINT (-73.75432548602413 40.693876771879275),CityBridge LLC,QU,197-25,LINDEN BOULEVARD,12,12033,Y,1,1052377,192170,YES,N,N,N,C1-2/R3-2,27
POINT (-73.76327980125174 40.69176558989272),CityBridge LLC,QU,188-39,LINDEN BOULEVARD,12,12035,Y,1,1049896,191394,YES,N,N,N,C1-2/R6B,27
POINT (-73.74313123041166 40.71655163082656),CityBridge LLC,QU,214-21,JAMAICA AVENUE,13,13766,Y,1,1055457,200440,YES,N,Y,N,C1-2/R3-2,23
POINT (-73.74448464509494 40.69379770353594),CityBridge LLC,QU,118-28,SPRINGFIELD BOULEVARD,13,8441,Y,1,1055106,192149,YES,N,N,N,R3-2,27
POINT (-73.73200153221651 40.69257258664304),CityBridge LLC,QU,229-28,LINDEN BOULEVARD,13,16113,Y,1,1058569,191713,YES,N,N,N,C2-2/R2,27
POINT (-73.85794596241266 40.728509112112114),CityBridge LLC,QU,98-04,QUEENS BOULEVARD,6,8471,Y,1,1023622,204724,YES,N,Y,N,C1-2/R7-1,29
POINT (-73.73850911260944 40.67545187005502),CityBridge LLC,QU,231-26,MERRICK BOULEVARD,13,15994,Y,1,1056783,185470,YES,N,N,N,C1-2/R3-2,31
POINT (-73.84915248662844 40.73204141236309),CityBridge LLC,QU,64-48,108 STREET,6,13696,Y,2,1026057,206015,YES,N,Y,N,C1-3/R7-1,29
POINT (-73.76745093884426 40.656907093883085),CityBridge LLC,QU,150-04,GUY R BREWER BOULEVARD,13,8452,Y,1,1048773,178691,YES,N,N,N,M1-1,31
POINT (-73.78190215660887 40.72898031286587),CityBridge LLC,QU,187-05,UNION TURNPIKE,8,13827,Y,1,1044698,204939,YES,N,Y,N,C1-2/R2,24
POINT (-73.78589269168046 40.752546072511045),CityBridge LLC,QU,195-02,47 AVENUE,11,8456,Y,1,1043571,213522,YES,N,N,N,R3-2,20
POINT (-73.76985892286586 40.76125719658604),CityBridge LLC,QU,43-02,BELL BOULEVARD,11,13711,Y,2,1048005,216707,YES,N,Y,N,C1-2/R6B,19
POINT (-73.77699803156254 40.78313040701536),CityBridge LLC,QU,18-35,BELL BOULEVARD,7,16366,Y,1,1046007,224671,YES,,N,,R5,19
POINT (-73.77773418263767 40.76813179152953),CityBridge LLC,QU,209-41,35 AVENUE,11,8458,Y,1,1045817,219206,YES,N,N,N,R2,19
POINT (-73.73530742304095 40.7709103996054),CityBridge LLC,QU,253-25,NORTHERN BOULEVARD,11,8459,Y,1,1057566,220251,YES,N,N,N,C1-2/R3-1,19
POINT (-73.7361419515044 40.7698610737295),CityBridge LLC,QU,252-04,NORTHERN BOULEVARD,11,13786,Y,1,1057336,219868,YES,N,Y,N,C1-2/R3-1,19
POINT (-73.8271853765174 40.712731321417984),CityBridge LLC,QU,124-26,QUEENS BOULEVARD,9,16365,Y,1,1032159,198991,YES,,N,,C4-4,29
POINT (-73.88684788998297 40.82728310129642),CityBridge LLC,BX,1289,WESTCHESTER AVENUE,3,16157,Y,1,1015565,240699,YES,N,N,N,M1-1,17
POINT (-73.74280082415433 40.676908046431834),CityBridge LLC,QU,227-23,MERRICK BOULEVARD,13,8443,Y,1,1055591,185997,YES,N,N,N,C1-2/R3-2,31
POINT (-73.8912953206252 40.6352285856863),CityBridge LLC,BK,1932,ROCKAWAY PARKWAY,18,11945,Y,2,1014421,170726,YES,N,N,N,C1-2/R4,46
POINT (-73.97890345707003 40.605027683368476),CityBridge LLC,BK,310,KINGS HIGHWAY,11,15862,Y,2,990108,159705,YES,N,Y,N,C1-3/R6,47
POINT (-73.7321128643822 40.72050918425937),CityBridge LLC,QU,222-02,JAMAICA AVENUE,13,8116,Y,1,1058507,201891,YES,N,N,N,R3-2,23
POINT (-73.98185141369915 40.76961831023882),CityBridge LLC,MN,8,WEST 61 STREET,7,14408,Y,1,989277,219670,YES,N,Y,N,C6-6,3
POINT (-73.9821365203714 40.7699943841431),CityBridge LLC,MN,1865,BROADWAY,7,14399,Y,1,989198,219807,YES,N,Y,N,C4-7/L,3
POINT (-73.89494395800853 40.846514725699095),CityBridge LLC,BX,559,EAST TREMONT AVENUE,6,556,Y,1,1013316,247703,YES,N,Y,,C1-2\R3A,15
POINT (-73.97713257439783 40.74940243095182),CityBridge LLC,MN,136,EAST 39 STREET,6,14021,Y,1,990586,212305,YES,N,Y,N,C1-5/R8B,4
POINT (-73.87653951223645 40.82894954808126),CityBridge LLC,BX,1579,WESTCHESTER AVENUE,9,606,Y,1,1018417,241310,YES,N,Y,N,C4-2,18
POINT (-73.88989224251756 40.81957887820449),CityBridge LLC,BX,904,HUNTS POINT AVENUE,2,15839,Y,1,1014726,237891,YES,N,Y,N,M1-2,17
POINT (-73.89737832899708 40.82186664578966),TELEBEAM TELECOMMUNICATIONS CORPORATION,BX,931,WESTCHESTER AVENUE,2,6050,Y,1,1012653,238722,YES,N,Y,Y,C2-4\R7-1,17
POINT (-73.918873297642 40.75890589338166),CityBridge LLC,QU,40-02,BROADWAY,1,8113,Y,1,1006725,215777,YES,N,N,N,C4-2A,26
POINT (-73.99270733249134 40.63791473374717),CityBridge LLC,BK,4610,12 AVENUE,12,16167,Y,1,986274,171686,YES,N,N,N,R6,44
POINT (-73.92821392316931 40.763303683281684),CityBridge LLC,QU,25-14,BROADWAY,1,8112,Y,1,1004136,217377,YES,N,N,N,C1-4/R6B,22
POINT (-73.89439807289752 40.74868382837168),CityBridge LLC,QU,71-14,37 AVENUE,3,8120,Y,1,1013510,212060,YES,N,N,N,R6,25
POINT (-73.96124887067701 40.62520280840754),CityBridge LLC,BK,1503,AVENUE J,14,11947,Y,1,995007,167057,YES,N,N,N,C4-3,44
POINT (-73.97788508043222 40.74395699573928),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,251,EAST 32 STREET,6,6051,Y,1,990378,210321,YES,N,Y,Y,C1-8A,2
POINT (-73.76681060797343 40.70296050938675),CityBridge LLC,QU,110-06,FARMERS BOULEVARD,12,8125,Y,1,1048906,195470,YES,N,Y,N,C1-2/R2,27
POINT (-73.98058078148084 40.74428685180803),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,151,EAST 31 STREET,6,10871,Y,2,989631,210441,YES,N,Y,Y,R8B,2
POINT (-73.98058078148084 40.74428685180803),CityBridge LLC,MN,151,EAST 31 STREET,6,14031,Y,1,989631,210441,YES,N,Y,N,R8B,2
POINT (-73.89517131379147 40.64719671358138),CityBridge LLC,BK,10424,FLATLANDS AVENUE,18,2074,Y,1,1013340,175085,YES,N,N,N,R5,46
POINT (-73.9388571245396 40.699000202639425),CityBridge LLC,BK,846,BROADWAY,3,15806,Y,1,1001204,193947,YES,N,Y,N,C2-3/R6,36
POINT (-73.8381578937861 40.71884888355673),CityBridge LLC,QU,110-88,QUEENS BOULEVARD,6,8128,Y,1,1029113,201214,YES,N,N,N,C1-2/R6,29
POINT (-73.97623067083342 40.748342775551535),CityBridge LLC,MN,578,3 AVENUE,6,14039,Y,2,990836,211919,YES,N,Y,N,C1-9,4
POINT (-73.9208519617009 40.76753125394372),TELEBEAM TELECOMMUNICATIONS CORPORATION,QU,28-39,31 STREET,1,12933,Y,1,1006174,218919,YES,N,Y,N,C4-4A,22
POINT (-73.85021289159793 40.722589841744195),CityBridge LLC,QU,70-25,YELLOWSTONE BOULEVARD,6,13829,Y,1,1025769,202571,YES,N,Y,N,C8-2,29
POINT (-73.85830253429594 40.82212442341676),CityBridge LLC,BX,801,WHITE PLAINS ROAD,9,8083,Y,1,1023468,238831,YES,N,N,N,C4-1,18
POINT (-73.87715605671669 40.725951135156215),CityBridge LLC,QU,82-13,ELIOT AVENUE,5,16002,Y,1,1018299,203784,YES,N,N,N,C1-2/R4B,30
POINT (-73.87715605671669 40.725951135156215),CityBridge LLC,QU,82-13,ELIOT AVENUE,5,11935,Y,1,1018299,203784,YES,N,N,N,C1-2/R4B,30
POINT (-73.82343526307228 40.729935302227716),CityBridge LLC,QU,69-54,MAIN STREET,8,13774,Y,2,1033186,205261,YES,N,Y,N,C1-2/R4B,24
POINT (-73.81964508560245 40.72256248530911),CityBridge LLC,QU,76-02,MAIN STREET,8,8085,Y,1,1034242,202577,YES,N,N,N,C1-2/R4,24
POINT (-73.9036885871093 40.88049624518851),CityBridge LLC,BX,5655,BROADWAY,8,13392,Y,1,1010883,260081,YES,N,Y,N,C2-3/R6,11
POINT (-73.96548313531333 40.75478197807549),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,936,1 AVENUE,6,10870,Y,2,993813,214266,YES,N,Y,N,C1-5/R10,4
POINT (-73.73826466789436 40.694563243497065),CityBridge LLC,QU,222-01,LINDEN BOULEVARD,13,16120,Y,1,1056830,192433,YES,N,N,N,C1-2/R3-2,27
POINT (-73.9804924878112 40.75002885150424),CityBridge LLC,MN,23,EAST 38 STREET,6,4044,Y,1,989655,212533,YES,N,Y,N,C5-3/MID,4
POINT (-73.9397613017706 40.66022525812136),CityBridge LLC,BK,590,ALBANY AVENUE,9,8115,Y,1,1000963,179820,YES,N,N,N,C1-3/R6,41
POINT (-73.76685784436991 40.760611634826255),CityBridge LLC,QU,215-19,NORTHERN BOULEVARD,11,8095,Y,1,1048837,216474,YES,N,N,N,C2-2/R6B,19
POINT (-73.95350690850161 40.822262495470724),CityBridge LLC,MN,3407,BROADWAY,9,15763,Y,1,997118,238853,YES,N,Y,N,C1-4\R8,7
POINT (-73.85781664699968 40.702875598790406),CityBridge LLC,QU,88-01,MYRTLE AVENUE,5,13806,Y,1,1023673,195385,YES,N,Y,N,R5,30
POINT (-73.97167431095042 40.7948156668263),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,2563,BROADWAY,7,6049,Y,1,992093,228851,YES,N,Y,Y,C4-6A,6
POINT (-73.90168327401564 40.6445784496292),CityBridge LLC,BK,1465,ROCKAWAY PARKWAY,18,13637,Y,2,1011534,174129,YES,N,Y,N,C1-2/R4,42
POINT (-73.98116538247226 40.74440222839028),CityBridge LLC,MN,177,LEXINGTON AVENUE,6,8102,Y,1,989469,210483,YES,N,N,N,C6-2A,2
POINT (-73.97826542098451 40.75068719223013),CityBridge LLC,MN,100,EAST 40 STREET,6,10320,Y,2,990272,212773,YES,N,Y,N,C5-3/MID,4
POINT (-73.9982175418626 40.597681784157935),CityBridge LLC,BK,8817,BAY PARKWAY,11,11940,Y,1,984745,157028,YES,N,N,N,R6,47
POINT (-73.95045869479124 40.6701692057774),CityBridge LLC,BK,791,NOSTRAND AVENUE,8,8104,Y,1,997993,183441,YES,N,N,N,C1-3/R6,35
POINT (-73.86689222475071 40.678721473205385),CityBridge LLC,BK,1146,LIBERTY AVENUE,5,13660,Y,1,1021170,186581,YES,N,Y,N,C1-2/R5,37
POINT (-73.95326930164212 40.702706901689574),CityBridge LLC,BK,363,MARCY AVENUE,1,8109,Y,1,997207,195295,YES,N,N,N,R6,33
POINT (-73.73178524791811 40.71227410158437),CityBridge LLC,QU,222-17,HEMPSTEAD AVENUE,13,11942,Y,1,1058607,198891,YES,N,N,N,R2,27
POINT (-73.76850108823142 40.712603565049506),CityBridge LLC,QU,191-19,JAMAICA AVENUE,12,13825,Y,1,1048428,198982,YES,N,Y,N,C1-2/R5,23
POINT (-73.91994017166087 40.847311534324895),CityBridge LLC,BX,1615,UNIVERSITY AVENUE,5,8165,Y,1,1006400,247986,YES,N,N,N,R7-1,14
POINT (-73.94743068337787 40.74785290063638),CityBridge LLC,QU,44-61,21 STREET,2,15901,Y,2,998816,211744,YES,N,Y,N,C2-5/R7A/LIC,26
POINT (-74.1003221722878 40.59073483466851),CityBridge LLC,SI,19,SEAVIEW AVENUE,2,8158,Y,1,956387,154513,YES,N,N,N,C1-1/R3X,50
POINT (-73.98329618403189 40.76690123575887),CityBridge LLC,MN,301,WEST 57 STREET,4,9991,Y,2,988877,218680,YES,N,Y,Y,C6-6/MID,3
POINT (-73.98839840923952 40.718624446855515),CityBridge LLC,MN,112,DELANCEY STREET,3,15878,Y,1,987466,201091,YES,N,Y,N,C6-1,1
POINT (-73.98837037680222 40.734557756576834),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,13,IRVING PLACE,5,10872,Y,2,987473,206896,YES,N,Y,Y,C6-4/US,2
POINT (-73.9824795215562 40.76988739196221),CityBridge LLC,MN,10,WEST 61 STREET,7,9992,Y,2,989103,219768,YES,N,Y,,C4-7/L,3
POINT (-74.01155582848685 40.70436266685238),CityBridge LLC,MN,81,BROAD STREET,1,9993,Y,2,981046,195895,YES,N,Y,N,C5-5/LM,1
POINT (-73.83309825556094 40.84639790631932),CityBridge LLC,BX,2941,WESTCHESTER AVENUE,10,13406,Y,1,1030427,247687,YES,N,Y,N,C2-2/R7-1,13
POINT (-73.92476584921228 40.82778341908121),CityBridge LLC,BX,872,GERARD AVENUE,4,12559,Y,3,1005071,240870,YES,N,N,N,C1-4/R8/C,8
POINT (-73.92087257688077 40.646868681025694),CityBridge LLC,BK,5922,BEVERLY ROAD,17,16082,Y,1,1006208,174958,YES,N,N,N,R4,45
POINT (-73.89932999869258 40.862059150153975),CityBridge LLC,BX,100,EAST 188 STREET,5,8163,Y,2,1012096,253365,YES,N,N,N,C4-4,14
POINT (-73.96294931943686 40.625002999274614),CityBridge LLC,BK,1324,AVENUE J,14,11960,Y,1,994535,166984,YES,N,N,N,C4-3,44
POINT (-73.76793320584032 40.66021279487007),CityBridge LLC,QU,147-05,GUY R BREWER BOULEVARD,13,8166,Y,1,1048636,179895,YES,N,N,N,M1-1,31
POINT (-73.93931456441234 40.826411400925885),CityBridge LLC,MN,2829,8 AVENUE,10,392,Y,1,1001045,240367,YES,N,Y,N,C1-4\R7-2,9
POINT (-73.98255243156845 40.73963481463988),CityBridge LLC,MN,323,3 AVENUE,6,4045,Y,1,989085,208746,YES,N,Y,N,C2-8,2
POINT (-73.87924956568783 40.828966141116034),CityBridge LLC,BX,1200,ELDER AVENUE,9,9518,Y,1,1017667,241315,NO,N,N,N,C4-2,18
POINT (-73.96591190736977 40.75624505521562),CityBridge LLC,MN,353,EAST 53 STREET,6,4046,Y,1,993694,214799,YES,N,Y,N,C1-5/R10,4
POINT (-73.92109400078112 40.70035903451592),CityBridge LLC,BK,380,KNICKERBOCKER AVENUE,4,11964,Y,2,1006129,194446,YES,N,N,N,C4-3,37
POINT (-73.95814667614104 40.60879609323281),CityBridge LLC,BK,1502,KINGS HIGHWAY,15,13619,Y,3,995871,161080,YES,N,Y,N,C4-2,48
POINT (-73.98031387187488 40.78043506877957),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,314,AMSTERDAM AVENUE,7,10874,Y,2,989702,223611,YES,N,Y,Y,C4-6A,6
POINT (-73.87707616446406 40.87097158220487),CityBridge LLC,BX,3100,WEBSTER AVENUE,7,16368,Y,1,1018247,256620,YES,,N,,C8-2,11
POINT (-74.14179340139106 40.62466900857629),CityBridge LLC,SI,1595,FOREST AVENUE,1,13375,Y,1,944889,166892,YES,N,Y,Y,C2-1/R3-1,49
POINT (-73.95288512746829 40.80742153785072),CityBridge LLC,MN,218,ST NICHOLAS AVENUE,10,403,Y,1,997293,233446,YES,N,Y,N,C1-4\R8A,9
POINT (-73.85542959806448 40.72757825140234),CityBridge LLC,QU,98-76,QUEENS BOULEVARD,6,13795,Y,1,1024320,204386,YES,N,Y,Y,C1-2/R7-1,29
POINT (-73.84469117524903 40.7203373098055),CityBridge LLC,QU,107-01,71 AVENUE,6,13728,Y,1,1027301,201753,YES,N,Y,N,C4-2,29
POINT (-73.91493463859993 40.779112582700236),CityBridge LLC,QU,24-20,DITMARS BOULEVARD,1,15955,Y,1,1007809,223140,YES,N,N,N,R5,22
POINT (-73.76608030308171 40.68187912677167),CityBridge LLC,QU,126-19,MERRICK BOULEVARD,12,8137,Y,1,1049129,187790,YES,N,N,N,C1-4/R3-2,27
POINT (-73.97634555660092 40.73988073470562),CityBridge LLC,MN,478,1 AVENUE,6,14012,Y,2,990805,208836,YES,N,Y,N,C2-5/R8,4
POINT (-73.86288210085571 40.74935876789642),CityBridge LLC,QU,40-01,NATIONAL STREET,4,8138,Y,1,1022242,212318,YES,N,Y,N,C1-2/R6B,21
POINT (-73.95301160006329 40.745958690842436),CityBridge LLC,QU,46-45,VERNON BOULEVARD,2,8139,Y,1,997270,211053,YES,N,N,N,C1-5/R6A/LIC,26
POINT (-73.83330946702162 40.71595447304479),CityBridge LLC,QU,116-63,QUEENS BOULEVARD,6,8140,Y,1,1030459,200162,YES,N,Y,N,C4-2,29
POINT (-73.9315690223238 40.617769799956996),CityBridge LLC,BK,2134,FLATBUSH AVENUE,18,8142,Y,1,1003248,164354,YES,N,N,N,C2-2/R3-2,46
POINT (-73.94452524823983 40.70469846409267),CityBridge LLC,BK,67,MANHATTAN AVENUE,1,8143,Y,1,999631,196022,YES,N,N,N,R6,34
POINT (-73.9379197504764 40.594118749403876),CityBridge LLC,BK,2985,AVENUE X,15,8157,Y,1,1001491,155736,YES,N,N,N,R5,46
POINT (-73.95525044509027 40.598952161223245),CityBridge LLC,BK,1612,AVENUE U,15,632,Y,1,996677,157494,YES,N,Y,N,C1-3\R5,48
POINT (-73.96671304052273 40.597687956318104),CityBridge LLC,BK,502,AVENUE U,15,13556,Y,1,993494,157032,YES,N,Y,Y,C1-4/R6A/OP,47
POINT (-73.94608879763774 40.827290331085955),CityBridge LLC,MN,1781,AMSTERDAM AVENUE,9,5458,Y,1,999170,240686,YES,N,N,N,C1-4/R7-2,7
POINT (-73.90142499607313 40.81939992860035),TELEBEAM TELECOMMUNICATIONS CORPORATION,BX,850,LONGWOOD AVENUE,2,6052,Y,1,1011534,237822,YES,N,Y,Y,C1-4\R7-1,17
POINT (-73.97442515172095 40.78851166368729),TELEBEAM TELECOMMUNICATIONS CORPORATION,MN,562,AMSTERDAM AVENUE,7,6053,Y,1,991332,226554,YES,N,Y,Y,C1-9,6
POINT (-73.94051220542697 40.820538330318186),CityBridge LLC,MN,200,WEST 143 STREET,10,13449,Y,1,1000715,238227,YES,N,Y,N,C1-4/R7-2,9
POINT (-73.99222820099031 40.69909852388439),CityBridge LLC,BK,60,HENRY STREET,2,13606,Y,1,986405,193977,YES,N,Y,N,C1-5/R7-1/LH-1,33
